4,7,2,3,6,10,1,5,8,9
5,8,2,4,7,10,1,6,3,9
6,7,2,10,3,8,5,9,1,4
4,6,8,10,5,7,2,9,1,3
6,8,2,5,4,9,1,10,3,7
3,6,4,8,5,10,1,9,2,7
3,5,2,8,6,9,4,10,1,7
2,6,7,9,4,5,1,8,3,10
