1,9,2,6,5,8,4,10,3,7
6,10,3,9,1,5,2,7,4,8
4,6,5,9,2,8,1,7,3,10
2,5,7,10,1,4,3,8,6,9
6,8,5,10,4,7,1,3,2,9
8,9,4,5,6,7,1,10,2,3
1,6,2,4,3,5,8,10,7,9
2,10,3,6,1,8,5,7,4,9
